Wavelength (nm),Frequency (THz),Intensity
992.74,301.9848681,129
992.78,301.9727009,95
992.82,301.9605346,68
992.87,301.9453282,103
992.91,301.9331641,127
992.95,301.9210011,100
993,301.9057986,142
993.04,301.8936377,102
993.09,301.878438,116
993.13,301.8662793,108
993.17,301.8541217,131
993.22,301.8389259,137
993.26,301.8267704,124
993.3,301.8146159,119
993.35,301.7994242,92
993.39,301.7872719,109
993.44,301.7720829,129
993.48,301.7599328,105
993.52,301.7477836,139
993.57,301.7325986,139
993.61,301.7204517,58
993.65,301.7083057,94
993.7,301.6931247,109
993.74,301.6809809,153
993.79,301.6658026,95
993.83,301.6536611,128
993.87,301.6415205,137
993.92,301.6263462,96
993.96,301.6142078,113
994,301.6020704,111
994.05,301.5869001,122
994.09,301.5747649,85
994.14,301.5595972,128
994.18,301.5474642,123
994.22,301.5353322,106
994.27,301.5201686,100
994.31,301.5080387,113
994.35,301.4959099,102
994.4,301.4807502,125
994.44,301.4686235,78
994.49,301.4534666,104
994.53,301.4413421,99
994.57,301.4292187,97
994.62,301.4140657,126
994.66,301.4019444,146
994.7,301.3898241,105
994.75,301.374675,130
994.79,301.3625569,129
994.83,301.3504398,105
994.88,301.3352947,101
994.92,301.3231798,144
994.97,301.3080374,89
995.01,301.2959247,110
995.05,301.2838129,111
995.1,301.2686745,101
995.14,301.2565649,115
995.18,301.2444563,145
995.23,301.2293219,100
995.27,301.2172154,108
995.31,301.20511,123
995.36,301.1899795,115
995.4,301.1778762,94
995.44,301.1657739,80
995.49,301.1506474,130
995.53,301.1385473,124
995.58,301.1234235,82
995.62,301.1113256,138
995.66,301.0992287,138
995.71,301.0841088,80
995.75,301.0720141,146
995.79,301.0599203,91
995.84,301.0448044,123
995.88,301.0327128,125
995.92,301.0206221,110
995.97,301.0055102,94
996.01,300.9934218,128
996.05,300.9813343,127
996.1,300.9662263,94
996.14,300.954141,75
996.19,300.9390357,84
996.23,300.9269526,87
996.27,300.9148705,94
996.32,300.8997692,74
996.36,300.8876892,120
996.4,300.8756102,144
996.45,300.8605128,118
996.49,300.848436,65
996.53,300.8363602,88
996.58,300.8212667,92
996.62,300.8091931,113
996.66,300.7971204,112
996.71,300.7820309,102
996.75,300.7699604,111
996.79,300.7578908,91
996.84,300.7428053,92
996.88,300.7307379,73
996.92,300.7186715,117
996.97,300.7035899,93
997.01,300.6915257,105
997.05,300.6794624,114
997.1,300.6643847,109
997.14,300.6523236,44
997.19,300.6372487,137
997.23,300.6251898,87
997.27,300.6131318,132
997.32,300.5980608,105
997.36,300.5860051,114
997.4,300.5739503,108
997.45,300.5588832,112
997.49,300.5468305,107
997.53,300.5347789,121
997.58,300.5197157,108
997.62,300.5076662,125
997.66,300.4956177,147
997.71,300.4805585,101
997.75,300.4685122,78
997.79,300.4564668,116
997.84,300.4414114,127
997.88,300.4293683,136
997.92,300.417326,165
997.97,300.4022746,82
998.01,300.3902346,119
998.05,300.3781955,109
998.1,300.363148,110
998.14,300.3511111,122
998.18,300.3390751,112
998.23,300.3240315,126
998.27,300.3119978,88
998.31,300.2999649,71
998.36,300.2849253,124
998.4,300.2728946,91
998.44,300.2608649,137
998.49,300.2458292,127
998.53,300.2338017,102
998.57,300.2217751,111
998.62,300.2067433,93
998.66,300.1947189,121
998.7,300.1826955,75
998.75,300.1676676,127
998.79,300.1556463,132
998.83,300.143626,72
998.88,300.128602,131
998.92,300.1165839,112
998.96,300.1045667,108
999.01,300.0895467,124
999.05,300.0775317,94
999.09,300.0655176,113
999.14,300.0505014,109
999.18,300.0384896,130
999.22,300.0264787,127
999.27,300.0114664,93
999.31,299.9994576,101
999.35,299.9874498,123
999.39,299.975443,116
999.44,299.9604358,96
999.48,299.9484312,86
999.52,299.9364275,96
999.57,299.9214242,114
999.61,299.9094227,103
999.65,299.8974221,95
999.7,299.8824227,132
999.74,299.8704243,88
999.78,299.8584269,112
999.83,299.8434314,99
999.87,299.8314361,88
999.91,299.8194417,111
999.96,299.8044502,123
1000,299.792458,124
1000.04,299.7804668,123
1000.09,299.7654791,84
1000.13,299.75349,102
1000.17,299.7415019,88
1000.22,299.7265182,121
1000.26,299.7145322,94
1000.3,299.7025472,84
1000.35,299.6875674,80
1000.39,299.6755845,129
1000.43,299.6636027,139
1000.47,299.6516217,112
1000.52,299.6366469,122
1000.56,299.6246682,96
1000.6,299.6126904,108
1000.65,299.5977195,71
1000.69,299.5857438,118
1000.73,299.5737691,103
1000.78,299.5588021,114
1000.82,299.5468296,119
1000.86,299.534858,98
1000.91,299.5198949,115
1000.95,299.5079255,129
1000.99,299.495957,107
1001.03,299.4839895,139
1001.08,299.4690314,110
1001.12,299.4570661,119
1001.16,299.4451017,113
1001.21,299.4301475,113
1001.25,299.4181853,137
1001.29,299.406224,90
1001.34,299.3912737,109
1001.38,299.3793145,98
1001.42,299.3673564,120
1001.47,299.35241,99
1001.51,299.3404539,117
1001.55,299.3284988,139
1001.59,299.3165447,102
1001.64,299.3016034,139
1001.68,299.2896514,111
1001.72,299.2777004,109
1001.77,299.2627629,103
1001.81,299.250814,123
1001.85,299.2388661,153
1001.9,299.2239325,107
1001.94,299.2119867,127
1001.98,299.2000419,102
1002.02,299.188098,82
1002.07,299.1731695,142
1002.11,299.1612278,102
1002.15,299.149287,118
1002.2,299.1343624,168
1002.24,299.1224238,110
1002.28,299.1104861,89
1002.33,299.0955653,86
1002.37,299.0836298,106
1002.41,299.0716952,88
1002.45,299.0597616,97
1002.5,299.0448459,68
1002.54,299.0329144,101
1002.58,299.0209839,106
1002.63,299.006072,91
1002.67,298.9941436,126
1002.71,298.9822162,132
1002.76,298.9673082,128
1002.8,298.9553829,117
1002.84,298.9434586,88
1002.88,298.9315352,133
1002.93,298.9166323,121
1002.97,298.904711,112
1003.01,298.8927907,97
1003.06,298.8778917,72
1003.1,298.8659735,108
1003.14,298.8540563,157
1003.18,298.84214,118
1003.23,298.827246,161
1003.27,298.8153319,141
1003.31,298.8034187,140
1003.36,298.7885285,91
1003.4,298.7766175,108
1003.44,298.7647074,102
1003.48,298.7527983,84
1003.53,298.7379132,106
1003.57,298.7260062,124
1003.61,298.7141001,145
1003.66,298.6992189,119
1003.7,298.6873149,135
1003.74,298.675412,115
1003.78,298.6635099,117
1003.83,298.6486337,105
1003.87,298.6367338,102
1003.91,298.6248349,81
1003.96,298.6099625,105
1004,298.5980657,80
1004.04,298.5861699,128
1004.08,298.574275,112
1004.13,298.5594076,101
1004.17,298.5475149,113
1004.21,298.535623,90
1004.25,298.5237321,123
1004.3,298.5088699,68
1004.34,298.4969811,115
1004.38,298.4850933,107
1004.43,298.4702349,92
1004.47,298.4583492,133
1004.51,298.4464644,92
1004.55,298.4345807,104
1004.6,298.4197273,122
1004.64,298.4078456,94
1004.68,298.3959649,144
1004.73,298.3811153,132
1004.77,298.3692367,72
1004.81,298.3573591,104
1004.85,298.3454824,97
1004.9,298.3306379,125
1004.94,298.3187633,101
1004.98,298.3068897,78
1005.02,298.295017,131
1005.07,298.2801775,92
1005.11,298.268307,117
1005.15,298.2564373,110
1005.2,298.2416017,127
1005.24,298.2297342,84
1005.28,298.2178677,112
1005.32,298.2060021,80
1005.37,298.1911714,129
1005.41,298.1793079,116
1005.45,298.1674454,100
1005.49,298.1555838,113
1005.54,298.1407582,113
1005.58,298.1288987,90
1005.62,298.1170402,111
1005.66,298.1051827,102
1005.71,298.090362,72
1005.75,298.0785066,130
1005.79,298.0666521,114
1005.84,298.0518353,124
1005.88,298.0399829,149
1005.92,298.0281315,101
1005.96,298.016281,119
1006.01,298.0014692,111
1006.05,297.9896208,81
1006.09,297.9777734,102
1006.13,297.9659269,105
1006.18,297.9511201,96
1006.22,297.9392757,108
1006.26,297.9274323,121
1006.3,297.9155898,119
1006.35,297.900788,79
1006.39,297.8889476,107
1006.43,297.8771082,127
1006.47,297.8652697,127
1006.52,297.8504729,89
1006.56,297.8386365,79
1006.6,297.8268011,159
1006.65,297.8120081,129
1006.69,297.8001748,80
1006.73,297.7883425,136
1006.77,297.776511,130
1006.82,297.761723,114
1006.86,297.7498937,137
1006.9,297.7380653,136
1006.94,297.7262379,100
1006.99,297.7114549,114
1007.03,297.6996296,101
1007.07,297.6878052,103
1007.11,297.6759818,145
1007.16,297.6612038,110
1007.2,297.6493824,90
1007.24,297.6375621,136
1007.28,297.6257426,94
1007.33,297.6109696,151
1007.37,297.5991522,92
1007.41,297.5873358,111
1007.45,297.5755204,124
1007.5,297.5607524,111
1007.54,297.548939,128
1007.58,297.5371266,136
1007.62,297.5253151,119
1007.67,297.5105521,88
1007.71,297.4987427,128
1007.75,297.4869343,105
1007.79,297.4751268,119
1007.84,297.4603687,110
1007.88,297.4485633,103
1007.92,297.4367589,47
1007.96,297.4249554,129
1008.01,297.4102023,148
1008.05,297.3984009,73
1008.09,297.3866004,103
1008.13,297.3748009,121
1008.17,297.3630023,149
1008.22,297.3482553,100
1008.26,297.3364588,120
1008.3,297.3246633,116
1008.34,297.3128687,95
1008.39,297.2981267,102
1008.43,297.2863342,73
1008.47,297.2745426,108
1008.51,297.262752,104
1008.56,297.248015,121
1008.6,297.2362265,107
1008.64,297.2244388,131
1008.68,297.2126522,113
1008.73,297.1979202,104
1008.77,297.1861356,99
1008.81,297.174352,59
1008.85,297.1625693,123
1008.9,297.1478422,92
1008.94,297.1360616,80
1008.98,297.1242819,103
1009.02,297.1125032,100
1009.07,297.0977811,91
1009.11,297.0860045,109
1009.15,297.0742288,97
1009.19,297.062454,114
1009.23,297.0506802,107
1009.28,297.0359643,126
1009.32,297.0241925,114
1009.36,297.0124217,111
1009.4,297.0006519,87
1009.45,296.9859409,145
1009.49,296.9741731,121
1009.53,296.9624063,123
1009.57,296.9506404,121
1009.62,296.9359343,105
1009.66,296.9241705,110
1009.7,296.9124076,109
1009.74,296.9006457,102
1009.78,296.8888847,181
1009.83,296.8741848,94
1009.87,296.8624259,78
1009.91,296.8506679,66
1009.95,296.8389108,122
1010,296.8242158,129
1010.04,296.8124609,125
1010.08,296.8007069,90
1010.12,296.7889538,93
1010.16,296.7772016,90
1010.21,296.7625127,123
1010.25,296.7507627,76
1010.29,296.7390136,126
1010.33,296.7272653,86
1010.38,296.7125814,133
1010.42,296.7008353,95
1010.46,296.6890901,95
1010.5,296.6773459,101
1010.54,296.6656025,116
1010.59,296.6509247,128
1010.63,296.6391835,97
1010.67,296.6274432,88
1010.71,296.6157038,109
1010.76,296.6010309,96
1010.8,296.5892936,128
1010.84,296.5775573,119
1010.88,296.5658219,123
1010.92,296.5540874,125
1010.97,296.5394206,105
1011.01,296.5276882,118
1011.05,296.5159567,147
1011.09,296.5042261,118
1011.14,296.4895643,155
1011.18,296.4778358,159
1011.22,296.4661083,108
1011.26,296.4543817,111
1011.3,296.442656,86
1011.35,296.4280002,152
1011.39,296.4162766,71
1011.43,296.4045539,83
1011.47,296.3928322,135
1011.51,296.3811114,117
1011.56,296.3664617,115
1011.6,296.354743,122
1011.64,296.3430252,125
1011.68,296.3313083,121
1011.73,296.3166635,158
1011.77,296.3049488,113
1011.81,296.2932349,107
1011.85,296.281522,77
1011.89,296.26981,98
1011.94,296.2551713,125
1011.98,296.2434613,141
1012.02,296.2317523,108
1012.06,296.2200443,79
1012.1,296.2083371,90
1012.15,296.1937045,126
1012.19,296.1819994,121
1012.23,296.1702953,138
1012.27,296.1585921,105
1012.31,296.1468898,129
1012.36,296.1322632,133
1012.4,296.120563,63
1012.44,296.1088637,90
1012.48,296.0971654,114
1012.52,296.0854679,119
1012.57,296.0708474,104
1012.61,296.0591521,110
1012.65,296.0474577,110
1012.69,296.0357642,103
1012.73,296.0240716,76
1012.78,296.0094571,90
1012.82,295.9977666,104
1012.86,295.986077,132
1012.9,295.9743884,112
1012.94,295.9627007,110
1012.99,295.9480923,101
1013.03,295.9364066,114
1013.07,295.9247219,52
1013.11,295.9130381,157
1013.15,295.9013552,91
1013.2,295.8867529,136
1013.24,295.875072,133
1013.28,295.8633922,136
1013.32,295.8517132,119
1013.36,295.8400351,144
1013.41,295.8254389,138
1013.45,295.8137629,77
1013.49,295.8020878,161
1013.53,295.7904137,94
1013.57,295.7787405,150
1013.62,295.7641503,137
1013.66,295.7524791,65
1013.7,295.7408089,88
1013.74,295.7291396,144
1013.78,295.7174712,154
1013.83,295.7028871,82
1013.87,295.6912208,92
1013.91,295.6795554,87
1013.95,295.6678909,123
1013.99,295.6562274,110
1014.03,295.6445648,111
1014.08,295.6299878,149
1014.12,295.6183272,117
1014.16,295.6066676,134
1014.2,295.5950089,142
1014.24,295.5833511,136
1014.29,295.5687801,108
1014.33,295.5571244,122
1014.37,295.5454696,71
1014.41,295.5338157,28
1014.45,295.5221627,133
1014.5,295.5075978,95
1014.54,295.4959469,90
1014.58,295.484297,96
1014.62,295.4726479,119
1014.66,295.4609997,114
1014.7,295.4493525,131
1014.75,295.4347948,134
1014.79,295.4231496,117
1014.83,295.4115054,117
1014.87,295.3998621,104
1014.91,295.3882196,81
1014.96,295.3736679,99
1015,295.3620276,110
1015.04,295.3503882,113
1015.08,295.3387497,122
1015.12,295.3271121,107
1015.16,295.3154754,102
1015.21,295.3009308,89
1015.25,295.2892962,102
1015.29,295.2776625,142
1015.33,295.2660298,74
1015.37,295.2543979,83
1015.42,295.2398594,125
1015.46,295.2282296,165
1015.5,295.2166007,103
1015.54,295.2049727,124
1015.58,295.1933457,127
1015.62,295.1817195,97
1015.67,295.1671882,152
1015.71,295.1555641,93
1015.75,295.1439409,107
1015.79,295.1323187,124
1015.83,295.1206974,120
1015.87,295.1090769,97
1015.92,295.0945527,120
1015.96,295.0829344,108
1016,295.0713169,141
1016.04,295.0597004,98
1016.08,295.0480848,88
1016.12,295.0364701,151
1016.17,295.021953,121
1016.21,295.0103404,72
1016.25,294.9987287,108
1016.29,294.9871179,89
1016.33,294.975508,115
1016.37,294.963899,102
1016.42,294.949389,119
1016.46,294.9377821,101
1016.5,294.9261761,70
1016.54,294.914571,128
1016.58,294.9029668,152
1016.62,294.8913635,102
1016.67,294.8768607,109
1016.71,294.8652595,87
1016.75,294.8536592,104
1016.79,294.8420598,119
1016.83,294.8304613,83
1016.87,294.8188638,148
1016.92,294.8043681,135
1016.96,294.7927726,130
1017,294.781178,120
1017.04,294.7695843,100
1017.08,294.7579915,170
1017.12,294.7463996,132
1017.17,294.7319111,108
1017.21,294.7203213,127
1017.25,294.7087324,137
1017.29,294.6971444,143
1017.33,294.6855573,141
1017.37,294.6739711,77
1017.41,294.6623859,109
1017.46,294.6479056,84
1017.5,294.6363224,117
1017.54,294.6247401,117
1017.58,294.6131587,106
1017.62,294.6015782,132
1017.66,294.5899986,123
1017.71,294.5755254,103
1017.75,294.5639479,100
1017.79,294.5523713,103
1017.83,294.5407956,93
1017.87,294.5292208,82
1017.91,294.5176469,113
1017.96,294.5031809,107
1018,294.491609,139
1018.04,294.4800381,129
1018.08,294.4684681,109
1018.12,294.456899,82
1018.16,294.4453308,125
1018.2,294.4337635,105
1018.25,294.4193057,123
1018.29,294.4077404,79
1018.33,294.3961761,93
1018.37,294.3846127,120
1018.41,294.3730501,87
1018.45,294.3614885,103
1018.49,294.3499278,158
1018.54,294.3354782,116
1018.58,294.3239196,58
1018.62,294.3123618,105
1018.66,294.300805,133
1018.7,294.289249,147
1018.74,294.277694,137
1018.78,294.2661399,107
1018.83,294.2516985,98
1018.87,294.2401464,75
1018.91,294.2285953,123
1018.95,294.217045,131
1018.99,294.2054956,131
1019.03,294.1939472,126
1019.07,294.1823996,116
1019.12,294.1679665,93
1019.16,294.156421,152
1019.2,294.1448764,93
1019.24,294.1333327,108
1019.28,294.1217899,100
1019.32,294.110248,103
1019.36,294.098707,119
1019.41,294.0842821,94
1019.45,294.0727431,106
1019.49,294.0612051,105
1019.53,294.049668,121
1019.57,294.0381318,106
1019.61,294.0265964,149
1019.65,294.015062,95
1019.7,294.0006453,103
1019.74,293.9891129,123
1019.78,293.9775814,131
1019.82,293.9660509,108
1019.86,293.9545212,121
1019.9,293.9429925,128
1019.94,293.9314646,118
1019.98,293.9199376,125
1020.03,293.9055302,143
1020.07,293.8940053,109
1020.11,293.8824813,113
1020.15,293.8709582,95
1020.19,293.859436,119
1020.23,293.8479147,151
1020.27,293.8363943,118
1020.32,293.8219951,81
1020.36,293.8104767,98
1020.4,293.7989592,126
1020.44,293.7874427,49
1020.48,293.775927,154
1020.52,293.7644123,99
1020.56,293.7528984,130
1020.6,293.7413855,92
1020.65,293.7269955,113
1020.69,293.7154846,95
1020.73,293.7039746,128
1020.77,293.6924655,128
1020.81,293.6809573,135
1020.85,293.66945,109
1020.89,293.6579436,120
1020.93,293.6464381,104
1020.98,293.6320574,145
1021.02,293.620554,111
1021.06,293.6090514,132
1021.1,293.5975497,119
1021.14,293.5860489,108
1021.18,293.5745491,95
1021.22,293.5630501,104
1021.26,293.551552,141
1021.31,293.5371807,73
1021.35,293.5256846,127
1021.39,293.5141895,110
1021.43,293.5026952,122
1021.47,293.4912019,93
1021.51,293.4797094,80
1021.55,293.4682179,152
1021.59,293.4567273,77
1021.63,293.4452375,101
1021.68,293.4308766,145
1021.72,293.4193889,116
1021.76,293.4079021,102
1021.8,293.3964161,100
1021.84,293.3849311,169
1021.88,293.373447,141
1021.92,293.3619638,116
1021.96,293.3504814,184
1022.01,293.3361298,117
1022.05,293.3246495,153
1022.09,293.3131701,100
1022.13,293.3016916,80
1022.17,293.290214,99
1022.21,293.2787372,144
1022.25,293.2672614,91
1022.29,293.2557865,81
1022.33,293.2443125,108
1022.38,293.2299712,132
1022.42,293.2184992,89
1022.46,293.2070281,134
1022.5,293.1955579,130
1022.54,293.1840886,142
1022.58,293.1726202,98
1022.62,293.1611527,108
1022.66,293.1496861,115
1022.7,293.1382204,102
1022.75,293.1238895,83
1022.79,293.1124258,124
1022.83,293.100963,126
1022.87,293.0895011,108
1022.91,293.0780401,121
1022.95,293.06658,70
1022.99,293.0551208,72
1023.03,293.0436625,98
1023.07,293.032205,135
1023.11,293.0207485,132
1023.16,293.0064291,133
1023.2,292.9949746,129
1023.24,292.983521,113
1023.28,292.9720683,106
1023.32,292.9606164,136
1023.36,292.9491655,114
1023.4,292.9377155,102
1023.44,292.9262663,86
1023.48,292.9148181,99
1023.52,292.9033707,136
1023.57,292.8890628,116
1023.61,292.8776175,60
1023.65,292.866173,118
1023.69,292.8547295,125
1023.73,292.8432868,134
1023.77,292.831845,117
1023.81,292.8204042,111
1023.85,292.8089642,123
1023.89,292.7975251,94
1023.93,292.7860869,132
1023.98,292.7717905,127
1024.02,292.7603543,113
1024.06,292.748919,125
1024.1,292.7374846,136
1024.14,292.7260511,142
1024.18,292.7146185,136
1024.22,292.7031868,110
1024.26,292.691756,135
1024.3,292.6803261,125
1024.34,292.668897,141
1024.38,292.6574689,121
1024.43,292.643185,130
1024.47,292.6317589,132
1024.51,292.6203336,125
1024.55,292.6089093,157
1024.59,292.5974858,101
1024.63,292.5860633,104
1024.67,292.5746416,126
1024.71,292.5632208,81
1024.75,292.5518009,77
1024.79,292.5403819,135
1024.83,292.5289638,138
1024.88,292.5146925,162
1024.92,292.5032764,119
1024.96,292.4918611,113
1025,292.4804468,127
1025.04,292.4690334,126
1025.08,292.4576209,139
1025.12,292.4462092,119
1025.16,292.4347985,126
1025.2,292.4233886,137
1025.24,292.4119796,106
1025.28,292.4005716,119
1025.32,292.3891644,137
1025.37,292.3749066,130
1025.41,292.3635014,158
1025.45,292.3520971,108
1025.49,292.3406937,126
1025.53,292.3292912,137
1025.57,292.3178896,161
1025.61,292.3064888,166
1025.65,292.295089,118
1025.69,292.28369,141
1025.73,292.2722919,120
1025.77,292.2608947,134
1025.81,292.2494984,141
1025.85,292.238103,150
1025.9,292.22386,131
1025.94,292.2124666,114
1025.98,292.2010741,107
1026.02,292.1896825,143
1026.06,292.1782917,120
1026.1,292.1669019,142
1026.14,292.1555129,102
1026.18,292.1441248,124
1026.22,292.1327376,142
1026.26,292.1213513,140
1026.3,292.1099659,104
1026.34,292.0985814,118
1026.38,292.0871977,69
1026.43,292.0729694,132
1026.47,292.0615878,122
1026.51,292.050207,186
1026.55,292.0388271,135
1026.59,292.0274482,137
1026.63,292.0160701,112
1026.67,292.0046928,96
1026.71,291.9933165,154
1026.75,291.9819411,160
1026.79,291.9705665,129
1026.83,291.9591929,126
1026.87,291.9478201,133
1026.91,291.9364482,162
1026.95,291.9250772,106
1026.99,291.913707,149
1027.04,291.8994956,118
1027.08,291.8881275,122
1027.12,291.8767603,151
1027.16,291.8653939,137
1027.2,291.8540284,184
1027.24,291.8426638,124
1027.28,291.8313001,145
1027.32,291.8199373,117
1027.36,291.8085754,139
1027.4,291.7972143,153
1027.44,291.7858542,148
1027.48,291.7744949,142
1027.52,291.7631365,123
1027.56,291.751779,144
1027.6,291.7404223,97
1027.64,291.7290666,154
1027.69,291.7148732,115
1027.73,291.7035194,115
1027.77,291.6921665,158
1027.81,291.6808145,135
1027.85,291.6694634,203
1027.89,291.6581132,164
1027.93,291.6467639,155
1027.97,291.6354154,153
1028.01,291.6240679,161
1028.05,291.6127212,158
1028.09,291.6013754,191
1028.13,291.5900304,197
1028.17,291.5786864,212
1028.21,291.5673432,162
1028.25,291.556001,165
1028.29,291.5446596,227
1028.33,291.5333191,196
1028.38,291.5191447,239
1028.42,291.5078061,249
1028.46,291.4964685,238
1028.5,291.4851317,232
1028.54,291.4737959,264
1028.58,291.4624609,232
1028.62,291.4511268,275
1028.66,291.4397935,301
1028.7,291.4284612,236
1028.74,291.4171297,336
1028.78,291.4057991,296
1028.82,291.3944694,316
1028.86,291.3831406,365
1028.9,291.3718126,325
1028.94,291.3604855,388
1028.98,291.3491594,382
1029.02,291.3378341,453
1029.06,291.3265096,544
1029.1,291.3151861,527
1029.14,291.3038634,617
1029.18,291.2925416,621
1029.23,291.2783906,715
1029.27,291.2670708,772
1029.31,291.2557519,779
1029.35,291.2444339,872
1029.39,291.2331167,846
1029.43,291.2218004,900
1029.47,291.210485,974
1029.51,291.1991705,1092
1029.55,291.1878568,1099
1029.59,291.1765441,1230
1029.63,291.1652322,1253
1029.67,291.1539212,1475
1029.71,291.142611,1637
1029.75,291.1313018,1920
1029.79,291.1199934,2171
1029.83,291.1086859,2470
1029.87,291.0973793,2942
1029.91,291.0860735,3333
1029.95,291.0747687,3915
1029.99,291.0634647,4332
1030.03,291.0521616,4832
1030.07,291.0408594,5287
1030.11,291.029558,5366
1030.15,291.0182575,5784
1030.19,291.0069579,6379
1030.24,290.9928347,6584
1030.28,290.9815371,6621
1030.32,290.9702403,7092
1030.36,290.9589444,7524
1030.4,290.9476495,7412
1030.44,290.9363553,7313
1030.48,290.9250621,7956
1030.52,290.9137697,8787
1030.56,290.9024783,9090
1030.6,290.8911877,9625
1030.64,290.8798979,9380
1030.68,290.8686091,8927
1030.72,290.8573211,10014
1030.76,290.846034,11079
1030.8,290.8347478,11067
1030.84,290.8234624,10423
1030.88,290.8121779,11713
1030.92,290.8008943,12661
1030.96,290.7896116,11395
1031,290.7783298,10497
1031.04,290.7670488,11321
1031.08,290.7557687,12414
1031.12,290.7444895,11219
1031.16,290.7332111,9478
1031.2,290.7219337,9660
1031.24,290.7106571,9870
1031.28,290.6993814,9047
1031.32,290.6881065,7860
1031.36,290.6768325,7319
1031.4,290.6655594,6723
1031.44,290.6542872,5961
1031.48,290.6430159,5069
1031.52,290.6317454,4530
1031.56,290.6204758,3881
1031.6,290.6092071,3369
1031.65,290.5951224,2784
1031.69,290.5838556,2512
1031.73,290.5725897,2135
1031.77,290.5613247,1813
1031.81,290.5500606,1636
1031.85,290.5387973,1600
1031.89,290.5275349,1449
1031.93,290.5162734,1346
1031.97,290.5050127,996
1032.01,290.493753,796
1032.05,290.4824941,643
1032.09,290.471236,517
1032.13,290.4599789,447
1032.17,290.4487226,407
1032.21,290.4374672,337
1032.25,290.4262126,323
1032.29,290.414959,289
1032.33,290.4037062,273
1032.37,290.3924543,269
1032.41,290.3812032,269
1032.45,290.369953,274
1032.49,290.3587037,218
1032.53,290.3474553,223
1032.57,290.3362077,216
1032.61,290.324961,235
1032.65,290.3137152,231
1032.69,290.3024702,201
1032.73,290.2912262,231
1032.77,290.279983,174
1032.81,290.2687406,224
1032.85,290.2574992,164
1032.89,290.2462586,203
1032.93,290.2350188,207
1032.97,290.22378,196
1033.01,290.212542,194
1033.05,290.2013049,206
1033.09,290.1900686,211
1033.13,290.1788333,164
1033.17,290.1675987,187
1033.21,290.1563651,186
1033.25,290.1451323,216
1033.29,290.1339005,169
1033.33,290.1226694,146
1033.37,290.1114393,214
1033.41,290.10021,111
1033.45,290.0889816,152
1033.49,290.077754,156
1033.53,290.0665273,152
1033.57,290.0553015,168
1033.61,290.0440766,119
1033.65,290.0328525,121
1033.69,290.0216293,152
1033.73,290.010407,133
1033.77,289.9991855,156
1033.81,289.9879649,192
1033.85,289.9767452,166
1033.89,289.9655263,142
1033.93,289.9543083,216
1033.97,289.9430912,98
1034.01,289.9318749,198
1034.05,289.9206595,133
1034.09,289.909445,103
1034.13,289.8982314,151
1034.17,289.8870186,133
1034.21,289.8758067,147
1034.25,289.8645956,125
1034.29,289.8533854,164
1034.33,289.8421761,153
1034.37,289.8309676,138
1034.41,289.8197601,144
1034.45,289.8085533,141
1034.49,289.7973475,136
1034.53,289.7861425,174
1034.57,289.7749384,121
1034.61,289.7637351,162
1034.65,289.7525327,147
1034.69,289.7413312,132
1034.73,289.7301306,150
1034.77,289.7189308,131
1034.81,289.7077319,133
1034.85,289.6965338,150
1034.89,289.6853366,119
1034.93,289.6741403,160
1034.97,289.6629448,137
1035.01,289.6517502,161
1035.05,289.6405565,146
1035.09,289.6293636,130
1035.13,289.6181716,106
1035.17,289.6069805,144
1035.21,289.5957902,186
1035.25,289.5846008,108
1035.29,289.5734123,111
1035.33,289.5622246,142
1035.37,289.5510378,169
1035.41,289.5398518,144
1035.45,289.5286668,156
1035.49,289.5174825,139
1035.53,289.5062992,124
1035.57,289.4951167,122
1035.61,289.4839351,156
1035.65,289.4727543,155
1035.69,289.4615744,148
1035.73,289.4503954,130
1035.77,289.4392172,131
1035.81,289.4280399,129
1035.85,289.4168634,127
1035.89,289.4056879,122
1035.93,289.3945131,153
1035.97,289.3833393,77
1036.01,289.3721663,113
1036.04,289.3637871,134
1036.08,289.3526156,133
1036.12,289.341445,166
1036.16,289.3302752,132
1036.2,289.3191064,154
1036.24,289.3079383,131
1036.28,289.2967711,143
1036.32,289.2856048,91
1036.36,289.2744394,157
1036.4,289.2632748,142
1036.44,289.2521111,150
1036.48,289.2409482,136
1036.52,289.2297862,139
1036.56,289.2186251,123
1036.6,289.2074648,135
1036.64,289.1963054,118
1036.68,289.1851468,127
1036.72,289.1739891,151
1036.76,289.1628323,132
1036.8,289.1516763,134
1036.84,289.1405212,106
1036.88,289.1293669,119
1036.92,289.1182136,112
1036.96,289.107061,152
1037,289.0959094,125
1037.04,289.0847585,140
1037.08,289.0736086,125
1037.12,289.0624595,141
1037.16,289.0513113,163
1037.2,289.0401639,121
1037.24,289.0290174,116
1037.28,289.0178717,131
1037.32,289.006727,111
1037.36,288.995583,117
1037.4,288.9844399,133
1037.43,288.9760832,113
1037.47,288.9649416,95
1037.51,288.9538009,142
1037.55,288.9426611,113
1037.59,288.9315221,91
1037.63,288.920384,102
1037.67,288.9092467,145
1037.71,288.8981103,136
1037.75,288.8869747,116
1037.79,288.87584,88
1037.83,288.8647062,150
1037.87,288.8535732,134
1037.91,288.8424411,72
1037.95,288.8313098,112
1037.99,288.8201794,129
1038.03,288.8090498,151
1038.07,288.7979211,111
1038.11,288.7867933,162
1038.15,288.7756663,101
1038.19,288.7645402,119
1038.23,288.7534149,169
1038.27,288.7422905,131
